name,price,sweet,bitter,fruity,acidity,aging,soft
Kontokosta 2014 Orient Chardonnay (North Fork of Long Island),22,3.0,3.0,5.0,5.0,2.0,3.0
Red Newt Cellars 2012 Lahoma Vineyards Riesling (Finger Lakes),20,3.0,3.0,5.0,5.0,3.0,3.0
Robert Mondavi 2010 Reserve Cabernet Sauvignon (Oakville),135,3.0,5.0,5.0,4.0,5.0,1.0
Tierra Prometida 2008 Clasico Malbec (Mendoza),18,3.0,4.0,5.0,3.0,5.0,5.0
Ocone 2007 Falanghina (Taburno),15,5.0,3.0,5.0,3.0,3.0,3.0
DFJ Vinhos 2014 Casa do Lago Touriga Nacional-Cabernet Sauvignon (Lisboa),10,3.0,4.0,5.0,3.0,2.0,5.0
Willm 2014 Kirchberg de Barr Grand Cru Riesling (Alsace),22,3.0,3.0,5.0,5.0,2.0,1.0
Murgo 2007 Extra Brut Metodo Classico Nerello Mascalese (Vino Spumante),30,4.0,3.0,5.0,5.0,2.0,3.0
Telmo Rodr챠guez 2005 Altos de Lanzaga  (Rioja),127,1.0,5.0,3.0,3.0,5.0,3.0
Stroppiana 2007 Gabutti Bussia  (Barolo),60,4.0,3.0,5.0,3.0,3.0,3.0
Dow's 2008 Senhora da Ribeira Vintage  (Port),,5.0,3.0,5.0,5.0,3.0,3.0
Tulpen 2009 Dryland Cabernet Sauvignon (Walla Walla Valley (WA)),42,3.0,3.0,4.0,3.0,4.0,3.0
Miguel Torres 2000 Don Miguel Gew체rztraminer-Riesling (Curic처 Valley),11,3.0,3.0,5.0,5.0,3.0,3.0
Bodkin 2016 The Victor's Spoils Sauvignon Blanc (North Coast),19,3.0,3.0,5.0,5.0,4.0,1.0
Quinta de Porrais 2014 Reserva Rabigato (Douro),18,3.0,3.0,5.0,5.0,3.0,3.0
Windstream 2013 Sarmento Vineyard Pinot Noir (Santa Lucia Highlands),40,1.0,5.0,5.0,5.0,3.0,3.0
Ch창teau Couhins-Lurton 2008  Pessac-L챕ognan,,5.0,5.0,5.0,3.0,5.0,3.0
Joseph Perrier NV Cuv챕e Brut Royale Ros챕  (Champagne),60,3.0,3.0,5.0,5.0,1.0,3.0
Melini 1998 Riserva La Selvanella  (Chianti Classico),23,1.0,5.0,5.0,3.0,3.0,1.0
Brandborg 2008 Ferris Wheel Pinot Noir (Umpqua Valley),,3.0,5.0,5.0,4.0,3.0,3.0
Cantarranas 2011 Verdejo (Rueda),10,3.0,3.0,3.0,5.0,3.0,3.0
Patz & Hall 2013 Hudson Vineyard Chardonnay (Carneros),55,4.0,3.0,5.0,5.0,3.0,3.0
Domaine Mersiol 2015 Gewurztraminer (Alsace),25,3.0,3.0,5.0,5.0,5.0,1.0
Ch창teau Lynch-Bages 2013  Pauillac,,3.0,4.0,5.0,3.0,3.0,3.0
Prager 2010 Royal Escort Paladini Vineyard Port (Napa Valley),72,5.0,3.0,3.0,3.0,5.0,3.0
Gini 2013  Soave Classico,18,3.0,3.0,5.0,5.0,3.0,3.0
Jip Jip Rocks 2009 Unoaked Chardonnay (Padthaway),19,4.0,3.0,5.0,3.0,2.0,3.0
Montecastro 2009 Alconte Crianza  (Ribera del Duero),32,3.0,3.0,5.0,3.0,5.0,3.0
Re Manfredi 2008 Vigneto Serpara  (Aglianico del Vulture),49,5.0,5.0,5.0,3.0,5.0,2.0
Bouchard A챤n챕 & Fils 2005  Clos de la Roche,93,3.0,5.0,5.0,4.0,2.0,3.0
Barefoot Cellars NV Sauvignon Blanc (California),7,3.0,3.0,5.0,5.0,2.0,1.0
Marrenon 2008 Orca Red (Ventoux),19,3.0,3.0,3.0,3.0,5.0,3.0
Trefethen 2005 Reserve Cabernet Sauvignon (Oak Knoll District),100,5.0,5.0,5.0,5.0,4.0,3.0
Parmeson 2014 Alegria Vineyard Zinfandel (Russian River Valley),35,3.0,3.0,5.0,3.0,4.0,2.0
Nals Margreid 2011 Mantele Sauvignon (Alto Adige),31,4.0,3.0,4.0,3.0,3.0,3.0
Magnificent Wine Company 2010 Steak House Cabernet Sauvignon (Columbia Valley (WA)),10,3.0,4.0,5.0,3.0,3.0,5.0
Shenandoah Vineyards 2015 Special Reserve Zinfandel (Amador County),12,5.0,1.0,5.0,3.0,3.0,3.0
Mastroberardino 2006 Aglianico (Campania),24,3.0,5.0,5.0,3.0,4.0,3.0
CVNE 2013 Cune Rosado (Rioja),13,1.0,5.0,5.0,5.0,3.0,1.0
Wine & Soul 2013 Guru White (Douro),45,3.0,3.0,3.0,5.0,4.0,2.0
Le Macchiole 2003 Scrio Syrah (Toscana),210,5.0,3.0,5.0,3.0,4.0,3.0
Baker Lane 2012 Sonoma Coast Cuv챕e Syrah (Sonoma Coast),30,3.0,3.0,5.0,5.0,4.0,3.0
Tsantali 2009 Agiorgitiko (Nemea),10,1.0,5.0,5.0,3.0,4.0,3.0
Vixen 2006 V Cuv챕e White (Santa Barbara County),32,3.0,3.0,5.0,3.0,3.0,3.0
Barefoot NV Zinfandel (Lodi),7,3.0,3.0,5.0,3.0,3.0,3.0
Chrisohoou 2004 Xinomavro (Naoussa),18,3.0,3.0,5.0,3.0,2.0,5.0
Sogevinus 2009 Rocha Late Bottled Vintage  (Port),,5.0,3.0,5.0,5.0,3.0,3.0
Domaine d'Ardhuy 2014 Les Peuillets Premier Cru  (Savigny-l챔s-Beaune),,3.0,5.0,4.0,3.0,3.0,3.0
Kynsi 2005 Stone Corral Vineyard Pinot Noir (Edna Valley),45,3.0,3.0,5.0,3.0,4.0,3.0
Cape Mentelle 2010 Cabernet Sauvignon (Margaret River),70,5.0,5.0,4.0,4.0,3.0,3.0
Sanguinhal 2009 Quinta do Sanguinhal Red (Obidos),29,3.0,5.0,5.0,3.0,2.0,3.0
Substance 2013 Super Substance Me Northridge Vineyard Merlot (Wahluke Slope),55,4.0,5.0,5.0,3.0,3.0,3.0
Bonair 2013 Chateau Puryear Vineyard Estate Bottled Merlot (Rattlesnake Hills),24,3.0,3.0,5.0,4.0,4.0,3.0
Erath 2006 Pinot Gris (Oregon),14,3.0,3.0,5.0,4.0,3.0,3.0
Sanford 2013 Pinot Noir (Sta. Rita Hills),35,3.0,3.0,5.0,4.0,5.0,3.0
Oso Libre NV Rojo del Patron Red (Paso Robles),45,3.0,3.0,5.0,3.0,4.0,3.0
Santa Barbara Winery 2014 Reserve Chardonnay (Sta. Rita Hills),25,5.0,4.0,5.0,5.0,5.0,5.0
Reichsgraf von Kesselstatt 2015 Piesporter Goldtr철pfchen Trocken Grosse Lage Riesling (Mosel),50,4.0,3.0,5.0,5.0,3.0,3.0
Tolosa 2006 Edna Ranch Estate Grenache Noir Grenache (Edna Valley),38,4.0,3.0,3.0,3.0,5.0,5.0
Sausal 2005 Century Vines Zinfandel (Alexander Valley),35,5.0,3.0,5.0,3.0,3.0,1.0
Maximin Gr체nh채user 2014 Herrenberg Sp채tlese Riesling (Mosel),38,5.0,3.0,5.0,5.0,3.0,1.0
Casale Daviddi 2012  Rosso di Montepulciano,15,3.0,5.0,5.0,5.0,3.0,5.0
Ch창teau la Grande Barthe 2003  Montagne-Saint-횋milion,40,3.0,5.0,5.0,3.0,3.0,3.0
Domaine A. Machard de Gramont 2010 Les Beaumonts  (Chorey-l챔s-Beaune),28,5.0,3.0,5.0,5.0,2.0,5.0
Ch창teau de Parench챔re 2014  Bordeaux Sup챕rieur,16,3.0,5.0,5.0,3.0,1.0,3.0
Langtry 2006 Serpentine Meadow Petite Sirah (Guenoc Valley),40,3.0,5.0,5.0,3.0,4.0,1.0
Johann Donabaum 2007 Offenberg Smaragd Riesling (Wachau),57,3.0,3.0,5.0,4.0,5.0,2.0
Le Salette 2012 Pergole Vece  (Amarone della Valpolicella Classico),152,1.0,5.0,5.0,3.0,3.0,5.0
Siduri 2013 Pinot Noir (Santa Lucia Highlands),33,4.0,3.0,5.0,3.0,3.0,3.0
Novelty Hill 2013 Stillwater Creek Vineyard Viognier (Columbia Valley (WA)),23,3.0,3.0,5.0,3.0,2.0,5.0
Sparkman 2011 Ruckus Syrah (Red Mountain),48,3.0,3.0,5.0,5.0,3.0,3.0
Hubert Meyer 2011 Gewurztraminer (Alsace),14,4.0,3.0,3.0,3.0,3.0,3.0
Amavi 2010 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),34,1.0,5.0,5.0,3.0,3.0,3.0
Nodland 2008 Private Blend Red (Columbia Valley (WA)),28,3.0,3.0,3.0,3.0,4.0,3.0
Chanin 2015 Sanford & Benedict Chardonnay (Sta. Rita Hills),45,3.0,3.0,5.0,5.0,3.0,5.0
Kurt Angerer 2013 Kies Gr체ner Veltliner (Nieder철sterreich),15,4.0,3.0,4.0,5.0,4.0,3.0
Joyce 2012 Tondre Grapefield Riesling (Santa Lucia Highlands),23,4.0,3.0,3.0,4.0,3.0,1.0
Milbrandt 2014 Ravenscliff Vineyard Malbec (Wahluke Slope),45,3.0,3.0,5.0,3.0,3.0,3.0
Chanoine NV Tsarine Brut Ros챕  (Champagne),60,3.0,3.0,5.0,5.0,3.0,1.0
Lanson NV Rose Label Brut Ros챕  (Champagne),65,3.0,3.0,5.0,5.0,2.0,3.0
Errazuriz 2012 Aconcagua Costa Single Vineyard Syrah (Aconcagua Valley),24,4.0,4.0,5.0,3.0,4.0,3.0
Canard-Duch챗ne NV Charles VII Grande Cuv챕e des Lys Blanc de Noirs Brut  (Champagne),50,4.0,3.0,5.0,5.0,3.0,3.0
Cobenzl 2012 Gemischter Satz Classic White (Vienna),,3.0,3.0,5.0,5.0,5.0,3.0
Baccinetti 2012 Saporoia  (Brunello di Montalcino),35,3.0,5.0,5.0,3.0,5.0,3.0
Bellingham 2008 Fair Maiden White (Franschhoek),19,5.0,3.0,5.0,5.0,3.0,3.0
Quinta do Crasto 2007 Vinha da Ponte Red (Douro),125,5.0,3.0,4.0,5.0,3.0,3.0
Herdade do Rocim 2012 Olho de Mocho Reserva Red (Alentejano),42,3.0,5.0,4.0,5.0,3.0,2.0
Valley of the Moon 2008 Sangiovese (Sonoma County),16,4.0,3.0,5.0,5.0,4.0,3.0
Ferraud et Fils 2015 Les Charmes  (Morgon),,3.0,5.0,3.0,3.0,3.0,2.0
Martha Clara NV Brut Sparkling (North Fork of Long Island),22,3.0,3.0,5.0,5.0,5.0,3.0
Flora Springs 2014 Rutherford Hillside Reserve Cabernet Sauvignon (Rutherford),150,3.0,5.0,5.0,3.0,5.0,3.0
De Tierra 2011 Tondre Grapefield Pinot Noir (Santa Lucia Highlands),47,3.0,4.0,3.0,3.0,5.0,1.0
Hawk Crest 2000 Cabernet Sauvignon (California),14,3.0,3.0,5.0,4.0,4.0,1.0
Baron Philippe de Rothschild 2013 Anderra Sauvignon Blanc (Central Valley),12,3.0,3.0,5.0,5.0,3.0,3.0
Calina 2009 Reserva Chardonnay (Casablanca Valley),10,5.0,3.0,5.0,5.0,4.0,5.0
Fairview 2013 Nurok White (Paarl),27,5.0,3.0,5.0,5.0,5.0,5.0
Materra Cunat Family Vineyards 2010 Estate Grown Merlot (Oak Knoll District),42,3.0,3.0,5.0,3.0,3.0,3.0
Fritsch 2014 Ros챕 vom Ros챕 (Wagram),13,3.0,3.0,5.0,3.0,3.0,5.0
Simonsig 2012 Chenin Avec Ch챗ne Chenin Blanc (Stellenbosch),35,5.0,3.0,5.0,5.0,3.0,3.0
Lamborn Family Vineyards 2008 Vintage VI Cabernet Sauvignon (Howell Mountain),100,3.0,3.0,5.0,3.0,5.0,3.0
Zenith 2014 Estate Pinot Noir (Eola-Amity Hills),25,3.0,3.0,5.0,5.0,1.0,3.0
Hugel 2000 Riesling (Alsace),17,3.0,3.0,3.0,3.0,3.0,3.0
Le Vigne 2014 Ame de la Vigne Red (Paso Robles),43,3.0,3.0,3.0,3.0,3.0,3.0
Pratsch 2012 Ros챕 (Nieder철sterreich),13,5.0,3.0,5.0,5.0,3.0,5.0
Edmeades 2007 Zinfandel (Mendocino County),20,4.0,5.0,5.0,3.0,4.0,3.0
Conde de Vel찼zquez 2012 El Conde Gran Reserva Chardonnay (Aconcagua Valley),15,3.0,5.0,5.0,5.0,3.0,3.0
Lone Birch 2013 Syrah (Yakima Valley),13,3.0,3.0,3.0,3.0,5.0,5.0
Graf Hardegg 2010 Vom Schloss Gr체ner Veltliner (Nieder철sterreich),26,3.0,3.0,5.0,5.0,3.0,3.0
3 Horse Ranch Vineyards 2013 Beau Geste Red (America),35,3.0,3.0,5.0,5.0,3.0,5.0
Clos du Bois 2004 Shiraz (North Coast),14,3.0,5.0,5.0,3.0,3.0,1.0
Maximin Gr체nh채user 2009 Abtsberg Kabinett Riesling (Mosel),35,3.0,3.0,5.0,3.0,4.0,4.0
Joseph Cattin NV Brut Sparkling (Cr챕mant d'Alsace),21,3.0,3.0,3.0,5.0,3.0,3.0
Domaine Jean Sipp 2014 R챕serve Pinot Gris (Alsace),18,5.0,1.0,5.0,3.0,2.0,1.0
Andriano 2009 Floreado Sauvignon Blanc (Alto Adige),22,5.0,3.0,5.0,3.0,2.0,3.0
Konzelmann 2008 Icewine Vidal Blanc (Niagara Peninsula),65,5.0,3.0,4.0,5.0,3.0,3.0
Camelot 1997 Pinot Noir (California),10,3.0,3.0,5.0,3.0,3.0,5.0
Maldonado 2013 Los Olivos Vineyard Pinot Gris (Napa Valley),25,3.0,3.0,4.0,3.0,1.0,3.0
Santa Alicia 2011 Gran Reserva de Los Andes Estate Bottled Carmen챔re (Maipo Valley),15,3.0,4.0,5.0,3.0,5.0,3.0
Rock Wall 2014 Rosso di Fiore Marcheschi Vineyard Zinfandel (Alexander Valley),25,3.0,3.0,5.0,5.0,3.0,5.0
J. Bookwalter 2014 1RDRS4 Merlot (Columbia Valley (WA)),28,4.0,4.0,5.0,3.0,4.0,3.0
Watts 2007 Casa Azul Vineyard Dijon Chardonnay (California),12,5.0,3.0,3.0,3.0,5.0,3.0
Flying Goat Cellars 2006 Rancho Santa Rosa Vineyard Pinot Noir (Sta. Rita Hills),44,3.0,3.0,5.0,3.0,4.0,3.0
Urban Legend 2011 Holland Landing Vineyard Tempranillo (Clarksburg),25,3.0,5.0,5.0,3.0,5.0,1.0
EOS 2014 Zinfandel (Paso Robles),18,3.0,3.0,5.0,3.0,3.0,3.0
Sojourn 2009 Vineyard Georges III Cabernet Sauvignon (Rutherford),95,5.0,3.0,5.0,3.0,4.0,5.0
Carr 2009 Turner Vineyard Pinot Noir (Sta. Rita Hills),45,3.0,3.0,5.0,5.0,3.0,3.0
Fox Meadow 2011 Reserve Cabernet Franc (Virginia),30,3.0,5.0,5.0,5.0,5.0,3.0
Domaine de Bellene 2014 Les Suchots Premier Cru  (Vosne-Roman챕e),220,4.0,5.0,3.0,4.0,4.0,2.0
Lomas del Valle 2010 Sauvignon Blanc (Casablanca Valley),13,1.0,5.0,3.0,4.0,4.0,2.0
Domaine Weinbach 2014 Cuv챕e Ste. Cath챕rine Pinot Gris (Alsace),53,5.0,1.0,5.0,5.0,3.0,3.0
Chateau Lafayette Reneau 2006 Proprietor's Reserve Barrel Fermented Chardonnay (Finger Lakes),20,3.0,3.0,3.0,5.0,5.0,3.0
Adega Cooperativa de Borba 2016 Montes Claros Colheita White (Alentejo),9,3.0,3.0,5.0,5.0,2.0,3.0
Longplay 2012 Lia's Vineyard Jory Slope Chardonnay (Chehalem Mountains),32,3.0,3.0,3.0,3.0,3.0,3.0
Willamette Valley Vineyards 2015 Estate Pinot Noir (Willamette Valley),32,3.0,3.0,3.0,3.0,4.0,3.0
Kalfu 2013 Sumpai Pinot Noir (Leyda Valley),22,3.0,5.0,5.0,3.0,5.0,3.0
Cave de Kientzheim-Kaysersberg 2010 Schlossberg Grand Cru Riesling (Alsace),28,3.0,3.0,5.0,3.0,3.0,3.0
Lucatoni 2013 Grand Reserve Cabernet Sauvignon (Colchagua Valley),20,5.0,3.0,5.0,3.0,5.0,1.0
Tenuta San Mauro 2013  Barbera d'Asti Superiore,,4.0,5.0,5.0,3.0,5.0,1.0
Monteci 2006 Costa delle Corone  (Amarone della Valpolicella Classico),110,1.0,5.0,3.0,5.0,5.0,1.0
Dom채ne Wachau 2016 Terrassen Federspiel Riesling (Wachau),20,3.0,3.0,4.0,5.0,3.0,1.0
Darioush 2013 Cabernet Sauvignon (Napa Valley),95,3.0,3.0,5.0,3.0,4.0,3.0
Gunter Triebaumer 2006 Reserve Blaufr채nkisch (Burgenland),37,5.0,5.0,5.0,4.0,4.0,2.0
Domaine de Thulon 2013  Beaujolais-Villages,15,3.0,3.0,5.0,5.0,3.0,3.0
Masi 2006 Serego Alighieri Possessioni White (Veneto),15,4.0,3.0,5.0,5.0,3.0,4.0
Avignonesi 2008  Rosso di Montepulciano,19,3.0,3.0,5.0,3.0,5.0,3.0
Domaines Devillard 2011 Le Renard  (Bourgogne),23,3.0,3.0,5.0,5.0,3.0,3.0
Poggiobello 2013 Friulano (Colli Orientali del Friuli),20,3.0,5.0,5.0,3.0,2.0,3.0
Ktima Pavlidis 2015 Thema White (Drama),20,4.0,3.0,5.0,5.0,3.0,5.0
Bernard Baudry 2008 La Croix Bois챕e  (Chinon),37,3.0,5.0,5.0,5.0,5.0,2.0
Concha y Toro 2009 Don Melchor Cabernet Sauvignon (Puente Alto),95,3.0,5.0,5.0,3.0,5.0,3.0
Caccia al Piano 1868 2013 Ruit Hora  (Bolgheri),30,4.0,5.0,5.0,3.0,4.0,3.0
Turley 2011 Judge Bell Zinfandel (Amador County),32,3.0,3.0,3.0,3.0,5.0,5.0
Saviah 2014 Cabernet Sauvignon (Walla Walla Valley (WA)),30,3.0,3.0,5.0,3.0,3.0,3.0
White Clover 2015 Sauvignon Blanc (Marlborough),16,4.0,3.0,5.0,5.0,3.0,3.0
Antica Fratta NV Brut Ros챕 Sparkling (Franciacorta),35,3.0,3.0,5.0,4.0,2.0,3.0
De Martino 1999 Prima Reserva Carmen챔re (Maipo Valley),12,4.0,5.0,5.0,3.0,4.0,3.0
Domaine Jean Bousquet 2010 Grande Reserve Chardonnay (Tupungato),25,3.0,3.0,5.0,3.0,5.0,3.0
Trivento 2011 Reserve Malbec (Mendoza),11,5.0,4.0,5.0,3.0,3.0,2.0
Vi챰a Marty 2011 Coraz처n del Indio Red (Maule Valley),35,5.0,3.0,5.0,3.0,3.0,3.0
Pasaeli 2012 K2 Red (Aegean),28,5.0,5.0,5.0,5.0,3.0,3.0
Henri Abele NV Brut  (Champagne),40,4.0,3.0,3.0,3.0,3.0,3.0
Don Ram처n 2008 Red (Campo de Borja),8,3.0,3.0,5.0,3.0,5.0,2.0
Albert Bichot 2006 Domaine du Pavillon  (Meursault),,3.0,3.0,5.0,5.0,4.0,3.0
Marionette 2012 Monastrell-Syrah (Jumilla),13,5.0,4.0,5.0,3.0,4.0,3.0
Rock Wall 2014 Rigg Vineyard Cabernet Sauvignon (San Francisco Bay),40,3.0,3.0,3.0,5.0,4.0,3.0
Domaine les Capr챕oles 2015 Diaclase  (R챕gni챕),22,3.0,5.0,4.0,5.0,3.0,3.0
Tenimenti Zab첫 2011 Chiantari Red (Sicilia),16,5.0,3.0,5.0,3.0,4.0,5.0
Conte Collalto NV Brut  (Prosecco di Conegliano e Valdobbiadene),,5.0,3.0,5.0,5.0,2.0,3.0
Yalumba 2007 Hand Picked Shiraz-Viognier (Barossa),31,3.0,3.0,5.0,3.0,3.0,5.0
C횪 Bianca 2015  Moscato d'Asti,16,4.0,3.0,5.0,5.0,3.0,4.0
Wait Cellars 2012 Devoto Garden Vineyard Pinot Noir (Green Valley),32,3.0,3.0,5.0,3.0,4.0,5.0
Halleck 2014 Little Sister Sauvignon Blanc (Russian River Valley),35,3.0,3.0,3.0,5.0,5.0,3.0
Sipp Mack 2011 Tradition Gewurztraminer (Alsace),20,5.0,3.0,5.0,5.0,4.0,5.0
Dry Creek Vineyard 2006 Merlot (Dry Creek Valley),19,1.0,5.0,5.0,3.0,4.0,5.0
Lazzeretti 2010  Rosso di Montalcino,,4.0,5.0,5.0,3.0,3.0,3.0
Dauvergne & Ranvier 2013 Domaine des Muretins  (Tavel),20,4.0,3.0,5.0,3.0,2.0,1.0
Recuerdo 2012 Torront챕s (La Rioja),12,4.0,3.0,5.0,5.0,5.0,3.0
Santa Julia 2012 Organica Made with Organic Grapes Cabernet Sauvignon (Mendoza),11,4.0,3.0,5.0,3.0,3.0,3.0
Domaine Cabirau 2013 Ros챕 (C척tes du Roussillon),15,3.0,3.0,5.0,5.0,3.0,3.0
Burrowing Owl 2014 Cabernet Franc (Okanagan Valley),34,3.0,5.0,5.0,3.0,5.0,3.0
Boscarelli 2015 Prugnolo  (Rosso di Montepulciano),25,3.0,5.0,5.0,5.0,3.0,3.0
Castello Banfi 1998  Rosso di Montalcino,22,4.0,5.0,5.0,3.0,5.0,2.0
Malacari 2009 Villa Malacari  (Rosso Conero),18,5.0,5.0,5.0,3.0,4.0,3.0
Fratelli Urciuolo 2011  Taurasi,70,3.0,5.0,4.0,5.0,4.0,5.0
Occasio 2012 Ghielmetti Vineyard Syrah (Livermore Valley),39,3.0,5.0,5.0,5.0,5.0,1.0
Montg처 2012 Monastrell (Alicante),18,3.0,5.0,5.0,3.0,5.0,5.0
Balletto 2011 Burnside Road Vineyard Estate Pinot Noir (Russian River Valley),42,3.0,5.0,5.0,3.0,5.0,3.0
Fattoria di San Quintino 2008 La Fagiana Red (Toscana),,3.0,3.0,5.0,4.0,2.0,3.0
Vignobles Bulliat 2016 Les Moriers  (Fleurie),20,3.0,5.0,3.0,3.0,3.0,1.0
Hoopla 2013 Chardonnay (Yountville),20,3.0,3.0,5.0,5.0,4.0,3.0
Tenuta Argentiera 2008 Poggio ai Ginepri  (Bolgheri),18,3.0,3.0,5.0,3.0,3.0,3.0
Castello di Cacchiano 2007 Millennio  (Chianti Classico),45,3.0,3.0,5.0,3.0,4.0,1.0
San Martino 2014 Neverosa Rosato (Basilicata),12,3.0,3.0,5.0,5.0,2.0,3.0
Rosenblum 2010 Fran's Reserve Syrah (Rockpile),45,3.0,3.0,5.0,3.0,4.0,1.0
Michael David 2010 Sixth Sense Syrah Syrah (Lodi),16,5.0,3.0,4.0,3.0,4.0,3.0
Negretti 2005 Bricco Ambrogio  (Barolo),70,4.0,3.0,5.0,3.0,5.0,5.0
Domaine des Baguiers 2014 Ros챕 (Bandol),25,3.0,5.0,5.0,5.0,3.0,3.0
Alain Jaume et Fils 2015 R챕serve Grand Veneur White (C척tes du Rh척ne),15,4.0,3.0,5.0,5.0,3.0,3.0
Milbrandt 2014 Traditions Chardonnay (Columbia Valley (WA)),13,3.0,3.0,5.0,3.0,2.0,3.0
Mocali 2012  Morellino di Scansano,,1.0,5.0,5.0,5.0,4.0,3.0
Domaine Riefl챕-Landmann NV Bonheur Festif Ros챕 Sparkling (Cr챕mant d'Alsace),24,3.0,3.0,5.0,3.0,2.0,1.0
J. Portugal Ramos 2014 F'Oz Red (Alentejano),10,3.0,5.0,4.0,5.0,1.0,3.0
Tamar챠 2010 Reserva Malbec (Mendoza),13,3.0,3.0,5.0,5.0,5.0,3.0
Ardor 2016 Lawrence Vineyard White (Columbia Valley (WA)),25,3.0,3.0,5.0,3.0,3.0,3.0
Margerum 2015 D Sauvignon Blanc (Happy Canyon of Santa Barbara),36,3.0,3.0,3.0,5.0,4.0,4.0
Cantina Terlano 2013 Quarz Sauvignon (Alto Adige Terlano),65,3.0,3.0,5.0,5.0,3.0,3.0
Dry Creek Vineyard 2007 The Mariner Meritage (Dry Creek Valley),40,5.0,3.0,5.0,3.0,3.0,5.0
Tommaso Bussola 2003  Amarone della Valpolicella Classico,,5.0,5.0,5.0,3.0,4.0,3.0
Kontos 2009 Merlot (Walla Walla Valley (WA)),32,5.0,3.0,5.0,3.0,2.0,3.0
Querceto 1996 Riserva  (Chianti Classico),18,3.0,3.0,5.0,3.0,4.0,1.0
Stama 2012 Merlot (Lodi),18,3.0,3.0,5.0,3.0,5.0,3.0
Apolloni 2008 Estate Pinot Blanc (Willamette Valley),15,3.0,3.0,5.0,4.0,3.0,3.0
Lantieri de Paratico NV Saten Chardonnay (Franciacorta),35,4.0,3.0,5.0,5.0,3.0,5.0
Tenimenti Montagnana 2014 Rubentino  (Montepulciano d'Abruzzo),10,3.0,3.0,3.0,5.0,5.0,3.0
Miller Wine Works 2014 Shake Ridge Vineyard Zinfandel (Amador County),34,5.0,3.0,5.0,3.0,4.0,3.0
Castello di Verrazzano 2012 Sassello Gran Selezione  (Chianti Classico),79,3.0,5.0,5.0,3.0,3.0,3.0
Cantina Valpolicella Negrar 2013  Amarone della Valpolicella Classico,35,1.0,5.0,5.0,3.0,5.0,3.0
Hesvera 2014 Seis Meses  (Ribera del Duero),18,3.0,5.0,5.0,3.0,3.0,3.0
Ofanto 2007 L'Emozione  (Aglianico del Vulture),30,1.0,5.0,5.0,3.0,4.0,3.0
Albert Bichot 2014 Domaine du Pavillon Les Rugiens Premier Cru  (Pommard),130,3.0,5.0,5.0,5.0,1.0,3.0
Fenestra 2008 S챕millon (Livermore Valley),13,3.0,3.0,3.0,5.0,4.0,3.0
Bunnell 2006 Grenache (Yakima Valley),22,3.0,3.0,5.0,3.0,4.0,3.0
Lancaster 2012 Sophia's Hillside Cuv챕e Red (Alexander Valley),48,5.0,3.0,5.0,3.0,3.0,5.0
Quintay 2014 Q Grand Reserve Pinot Noir (Casablanca Valley),20,3.0,3.0,3.0,3.0,3.0,3.0
Mountford 2007 Estate Chardonnay (Waipara),29,3.0,3.0,5.0,3.0,3.0,3.0
Pavilion Crossing 2010 Cabernet Sauvignon (Lodi),13,3.0,3.0,3.0,3.0,5.0,3.0
Quinta de la Rosa 2015 La Rosa Branco Reserva White (Douro),24,3.0,3.0,5.0,5.0,3.0,3.0
Tenuta di Angoris 2010 V척s da Vigne Friulano (Colli Orientali del Friuli),24,3.0,3.0,5.0,3.0,5.0,3.0
Delgado 2014 Pinot Noir (Sonoma Coast),32,3.0,3.0,5.0,5.0,4.0,3.0
Domaine Michel Goubard 2014 Mont-Avril  (C척te Chalonnaise),22,5.0,3.0,5.0,3.0,2.0,5.0
Mulderbosch 2007 Sauvignon Blanc (Western Cape),21,3.0,3.0,3.0,5.0,5.0,3.0
Caliterra 2011 Reserva Estate Grown Cabernet Sauvignon (Colchagua Valley),11,4.0,4.0,5.0,3.0,3.0,3.0
Johannishof 2015 Johannisberger Auf der H철ll Erste Lage Trocken Riesling (Rheingau),,3.0,3.0,4.0,5.0,5.0,1.0
Ch창teau Armandi챔re 2014 Ancestral Malbec (Cahors),22,3.0,5.0,4.0,5.0,3.0,3.0
Terre Nere 2009 Riserva  (Brunello di Montalcino),55,4.0,5.0,5.0,3.0,3.0,1.0
Frankland Estate 2002 Poison Hill Vineyard Riesling (Western Australia),18,5.0,1.0,5.0,5.0,3.0,4.0
Spring Mountain Vineyard 2009 Estate Bottled Cabernet Sauvignon (Napa Valley),75,3.0,5.0,5.0,3.0,4.0,3.0
Ch창teau Montrose 2009  Saint-Est챔phe,360,3.0,5.0,5.0,3.0,3.0,1.0
Alvaro Castro 2008 Quinta da Pellada Red (D찾o),65,3.0,3.0,4.0,5.0,5.0,1.0
Cramele Recas 2009 Dreambird Pinot Grigio (Viile Timisului),7,3.0,3.0,5.0,5.0,1.0,1.0
Kangarilla Road 2008 Black St. Peters Zinfandel (McLaren Vale),30,5.0,5.0,5.0,3.0,2.0,5.0
Testarossa 2011 Garys' Vineyard Syrah (Santa Lucia Highlands),56,3.0,4.0,5.0,5.0,5.0,1.0
Errazuriz 2005 Don Maximiano Founder's Reserva Red (Aconcagua Valley),65,5.0,3.0,5.0,3.0,4.0,3.0
Summerland 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),40,3.0,3.0,5.0,5.0,5.0,5.0
